Tweet,Keyword
Frequent deaths of wild elephants in Jhapa worry conservationists Experts say human-wildlife conflict has risen because of encroachment of the bio-corridor by humans over the years.  — by @parwatportel2,death
"EDITORIAL: Death trap highway When the lives of the people are at stake, no one should escape by shifting the blame onto others. ",death
"Nepal reports 213 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,596 and the number of active cases stands at 4,971. ",death
National rights body starts investigation into Sundar Harijan’s death in prison The Dalit youth was found dead in Rolpa jail under suspicious circumstances last month. ,death
"Nepal logs 112 new Covid-19 cases According to the Health Ministry, the countrywide death toll has now reached 11,949 and the number of active cases stands at 5,340. ",death
"Amid H5N1 outbreaks in poultry farms, call for vigilance to prevent infection in humans The virus, which mainly affects birds, can infect humans. Nepal in the past recorded a human death from the virus.  — by @arjunpoudeltkp",death
"National Covid-19 tally reaches 831,748 with 696 new infections According to the Health Ministry, the country did not record any Covid-19 related deaths in the past 24 hours. ",death
"Nepal reports 620 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 4,369. ",death
"Nepal reports 388 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,925 and the number of active cases stands at 12,282. ",death
Police edge Sherpa to reach quarters Goalie Khadka denies Chemjong’s spot kick in the sudden death to set up Aaha Rara last eight meetings with MMC.  — by @abstractdpak,death
Hundreds of Nepali women dying from preventable causes every year Census report lists heavy bleeding and hypertension as top reasons for maternal deaths.  — by @arjunpoudeltkp,death
Chitwan reports first Covid-19 death in eight months A total of 451 people have succumbed to Covid-19 in the district so far. ,death
"Pollution by states and companies is contributing to more deaths globally than Covid-19, a UN environmental report published on Tuesday said, calling for “immediate and ambitious action” to ban some toxic chemicals. ",death
"Israeli strikes in Gaza kill 12, including three Islamic Jihad leaders Last week brought a bout of cross-border fire after the death in Israeli detention of an Islamic Jihad hunger striker. ",death
Protesters rally across Iran in third week of unrest over Amini’s death ,death
"Infections in China are likely to be more than a million a day with deaths at more than 5,000 a day, a “stark contrast” from official data, British-based health data firm Airfinity said this week. ",death
"Death of man in wild elephant attack agitates Sindhuli residents, block highway They demanded the marauding elephant be immediately transferred to any national park to prevent further loss of lives.  — by Raj Kumar Karki",death
"Nepal reports 12,338 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,632 and the number of active cases stands at 57,328. ",death
"Nepal reports 10,258 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,624 and the number of active cases stands at 39,044. ",death
"Nepal reports 155 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,934 and the number of active cases stands at 8,839. ",death
"Nepal reports 242 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,554 and the number of active cases stands at 5,890. ",death
"Blackbuck fawn deaths in Khairapur highlight conservation challenges In the conservation area in Bardiya, many blackbucks have fallen prey to jackals, leopards and hyenas. Conservationists underscore a need for regular patrolling.  — by Kamal Panthi",death
Indirect causes fuelling maternal deaths in pandemic 84 women died during childbirth in six months. Doctors blame infections caused by lack of timely treatment for many deaths.  — by @arjunpoudeltkp,death
"Funds crunch pushes back HPV vaccine purchase Human papillomavirus causes cervical cancer and is a major cause of deaths among women in Nepal, doctors say.  — by @arjunpoudeltkp",death
"Nepal reports 570 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,911 and the number of active cases stands at 16,616. ",death
"India’s tally of daily Covid-19 cases nearly doubled on Monday from the previous day to more than 2,000 for the first time in a month, government data showed, and the southern state of Kerala reported a big jump in deaths. ",death
Iran top court accepts protester’s appeal against death sentence Iran has already executed two people involved in mass protests that erupted in September after the death in custody of a Kurdish Iranian woman. ,death
"Nepal reports 1,981 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,607 and the number of active cases stands at 9,522. ",death
Girl burnt to death in Jumla fire Police say the cause of the fire is yet to be known. ,death
"The death toll of a devastating earthquake in southern Turkey and Syria jumped to more than 7,800 people on Tuesday as rescuers worked against time in harsh winter conditions to dig survivors out of the rubble of collapsed buildings. ",death
"Pakistan buries mosque blast victims as death toll passes 90 The mosque is the main place of worship in the district, which houses offices for the police and counter-terrorism unit. ",death
"Rural municipality in Rupandehi declares public holiday after relative of vice-chair dies Marchawari Rural Municipality orders closure of government offices, schools and organisations to mourn the death of Asha Singh’s brother-in-law.  — by Sanju Paudel",death
"Nepal reports 2,448 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,609 and the number of active cases stands at 11,690. ",death
"DNA samples of Niharika Rajput’s child and alleged father match Last year, the Dhanusha District Court had rejected Rajput’s demand for a DNA test. But the authorities relented after she threatened to launch a fast-unto-death. ",death
"Nepal reports 564 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 3,929. ",death
"Nepal reports 680 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,902 and the number of active cases stands at 19,400. ",death
"Death toll in Kenyan starvation cult rises to 58 The death toll, which has repeatedly risen as exhumations have been carried out, could rise further. ",death
"Budget cuts in maternal health carry serious risks, experts warn Antenatal and postnatal care, institutional delivery, verbal autopsy of maternal deaths, and training will be impacted.  — by @arjunpoudeltkp",death
"Maoist Centre objects to Supreme Court’s order to register petitions against Dahal The apex court on Friday had directed its administration to register two writ petitions against PM Dahal for claiming responsibility for 5,000 insurgency-era deaths. ",death
Death toll from floods in Afghanistan rises above 180: Taliban ,death
Dhangadhi tense as students continue protests defying prohibitory order The protests were triggered by the death of a 14-year-old girl in a road accident. ,death
"Nepal reports 6,827 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,697 and the number of active cases stands at 89,941. ",death
"Despite preventive efforts, maternal deaths still high Thirty-two women died in two months, government records show. Excessive bleeding after childbirth is a major cause, say health workers.  — by @arjunpoudeltkp",death
"Nepal records first Covid-19 death in 73 days On Sunday, the country reported 135 new cases of infection.  — by @arjunpoudeltkp",death
Mangalsen tense following protest over death of local youth Police fired 12 tear gas shells to bring the situation under control; 12 police officers injured.  — by @menukadhungana2,death
Diplomatic note sent to India over child’s death in Darchula incident India did not respond to two previous such notes—on the new Indian map and Jaya Singh Dhami’s death.  — by @poudeel_puru,death
"Road widening work along Lamahi-Tulsipur moving at snail’s pace The road has become a death-trap of late, one transportation entrepreneur said.  — by @DurgaLalKC",death
CORRECTION: Mayor of local unit in Achham arrested in connection to youth’s death A 15-year-old boy from Panchadewal Binayak Municipality had gone missing on ‘May 31’. His body was found on ‘June 4’. ,death
"EDITORIAL: Raging problem After fires, human deaths and loss of property can be quickly calculated. Yet the damage is deeper ",death
"Nepal reports 848 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,259. ",death
Probe panel says medics not guilty in Biratnagar infant’s death The report states that the medical team at the emergency unit at Koshi Hospital did not officially declare the infant dead.  — by Binod Bhandari,death
"Conservationists concerned over rising rhino deaths As many as 27 rhinos have died in Chitwan since the beginning of the current fiscal year on July 16, 2021.  — by Ramesh Kumar Paudel",death
Singapore executes citizen for cannabis trafficking Singapore executed 11 people last year and says the death penalty is an effective deterrent against drugs and that most of its people support the policy. ,death
"Heavy rains, flooding kill dozens in Brazil’s ‘Imperial City’ In the Morro da Oficina neighbourhood, up to 80 houses were hit by landslides, according to authorities who expect the death toll to rise. ",death
"Afghan quake kills at least 920; toll expected to rise Most of the confirmed deaths were in the eastern province of Paktika, where 255 people were killed and more than 200 injured. ",death
"Nepal reports 3,637 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,764 and the number of active cases stands at 69,287. ",death
Two Janakpur youths found murdered in India A preliminary police investigation shows the youths were kidnapped and later strangled to death. ,death
New Zealand Covid-19 death rate at record levels ,death
"Man attempts to burn wife, mother-in-law to death The mother sustained serious burn injuries on her back, arms and leg while her daughter sustained injuries on her chest, arms and legs.  — by Santosh Singh",death
"Petitions filed at Supreme Court against Prime Minister Dahal The petitions by two advocates demand legal action against Dahal, the chief of the Maoist Centre, for publicly claiming responsibility for 5,000 insurgency-era deaths. ",death
"In China, doctors say they are discouraged from citing Covid on death certificates Such directives have led to criticism by global health experts and the World Health Organization that China has drastically underreported Covid deaths. ",death
"Nepal reports 5,087 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,613 and the number of active cases stands at 18,235. ",death
Poorly built roads turn into death traps in Far West hills 19 people died and 30 others were injured in seven road accidents in Masta Rural Municipality in past three years.  — by @bajhangimitra &amp; DR Pant,death
"Ramechhap woman beaten to death on witchcraft charges While incidents of grave abuse of human rights continue in the district, victims rarely come forward with complaints.  — by Tika Prasad Bhatta",death
"Nepal reports 5,292 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,743 and the number of active cases stands at 79,272. ",death
"Iran top court accepts rapper Yasin’s appeal against death sentence Unrest erupted across Iran in mid-September after the death in custody of Kurdish Iranian woman Mahsa Amini, who was arrested by morality police enforcing the dress code for women. ",death
"Nepal reports 660 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,641. ",death
"India confirmed its first monkeypox death on Monday, a young man in the southern state of Kerala, in what is only the fourth known fatality from the disease in the current outbreak. ",death
"Earthquake rescue work moves slowly as death toll climbs past 4,400 The magnitude 7.8 quake hit Turkey and neighbouring Syria early on Monday, toppling thousands of buildings and leaving thousands of people injured or homeless. ",death
"Cold, hunger and despair gripped hundreds of thousands of people left homeless after the earthquakes that struck Turkey and Syria three days ago as the death toll passed 20,000. ",death
Indian maker of syrup linked to Uzbekistan deaths halts production; facility inspected Uzbekistan’s health ministry has said that at least 18 children in Samarkand city died after consuming the syrup manufactured by the Indian drugmaker. ,death
"Traffic deaths rise as police join poll duty 13 people died in a week, double the normal tally, in road accidents in Kathmandu Valley.  — by @AnupOjha7",death
"Eye-watering deaths and destruction out west 21 dead, two missing in late-monsoon floods and landslides in Sudurpaschim and Lumbini provinces. Continuous rainfall has disrupted rescue efforts.  — by @menukadhungana2",death
"Home Ministry forms another panel to investigate Sundar Harijan’s prison death New panel was formed after knowing that the incident was more serious than earlier thought, says ministry spokesman. ",death
"China reports huge rise in Covid-related deaths after data criticism While international health experts have predicted at least 1 million Covid-related deaths this year, China had previously reported just over 5,000 since the pandemic began. ",death
"He once was lost in hospital labyrinths. Now he’s showing others way, selflessly Bereaved after his wife’s death, Kailash Shah, 73, finds ‘inner peace’ in helping out the needy at Patan Hospital—a work he does for free.  — by @AnupOjha7",death
"Nepal reports 12,008 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,667 and the number of active cases stands at 88,934. ",death
Air pollution emerging as a not-so-silent killer Nepal is among countries with highest age-adjusted death rate from chronic obstructive pulmonary disease.  — by @arjunpoudeltkp,death
"Nepal reports 6,734 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,623 and the number of active cases stands at 30,877. ",death
"Nepal reports first Covid-19 death in over two months According to the Health Ministry, a person died of Covid-related complications on Saturday, taking the country-wide death toll to 12,020. ",death
"As the number of maternal deaths is low compared to the past, the Health Ministry has not started finding the causes of deaths. Officials cite problems with the reporting system.  — by @arjunpoudeltkp",death
"Nepal reports 1090 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,806. ",death
India tests samples of cough syrup linked to deaths of children in Gambia The deaths of 66 children in the West African country could deal a major blow to India’s image as a ‘pharmacy of the world’. ,death
"Nepal reports 815 new Covid-19 cases Five new deaths were reported in the last 24 hours. Number of active cases stands at 5,869. ",death
EDITORIAL: Hidden cost of conservation Attacks and deaths are directly proportional to the increase in the tiger population in Bardia. ,death
"Pakistan rescues 2,000 from floods as UN warns on child deaths ",death
"Over 5,000 girls of 11-13 years in Chitwan receive HPV vaccine Human papillomavirus causes cervical cancer, a major cause of death among women.  — by @arjunpoudeltkp",death
Iranian authorities and a Kurdish rights group reported rising death tolls on Wednesday as anger at the death of a woman detained by the morality police fuelled protests for a fifth day and fresh restrictions were placed on social media. ,death
"Nepali workers flee Punjab’s rice mill, report death from torturous conditions A total of 14 people had gone to Punjab in the second week of October to work at Mittal Rice Mill in Samana.  — by Abdhesh Kumar Jha",death
"Nepal reports 868 new Covid-19 cases Three new deaths were reported in the last 24 hours. Number of active cases stands at 5,885. ",death
"Nepal failed in preventing Covid deaths and address rights challenges: HRW In its global report, the New York-based international human rights organisation says transitional justice remains as slow as ever. ",death
"Protests continued in several cities across Iran against the death of a young woman in police custody, state and social media reported, as a human rights group said at least 83 people had been killed in nearly two weeks of demonstrations. ",death
"Nepal reports 241 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,581 and the number of active cases stands at 5,161. ",death
"Infant, maternal deaths still high in Salyan Forgoing regular tests during pregnancy and delays in hospitalising pregnant women contribute to mortality.  — by Biplob Maharjan",death
"Nepal reports 437 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,913 and the number of active cases stands at 14,435. ",death
"Around 61 percent cast votes in largely peaceful polls Disputes and incidents of violence were reported in some places, with one death and several injuries. Repolling required in 15 centres across provinces.  — by @tikapradhan",death
"EDITORIAL: Raging problem After fires, human deaths and loss of property can be quickly calculated. Yet the damage is deeper. ",death
"Nepal logs 111 new Covid-19 cases According to the Health Ministry, the countrywide death toll has now reached 11,945 and the number of active cases stands at 7,242. ",death
"Nepal reports 4,636 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,617 and the number of active cases stands at 21,584. ",death
"Turkey-Syria earthquake death toll passes 46,000; desperation for signs of life The death toll in Turkey stands at 40,642 from the quake while neighbouring Syria has reported more than 5,800 deaths, a toll that has not changed for days. ",death
Chitwan Park issues arrest warrant against contractor over rhino death Anyone found guilty of killing or poaching a rhino can face a jail term of up to 15 years and a fine of up to Rs 1 million.  — by @AnupOjha7,death
School transport concern resurfaces after boy’s death Guardians complain schools in the Valley are not enforcing rules to guarantee the safety of students on board.  — by @AnupOjha7,death
"Forest ministry orders action against Chitwan National Park officials over rhino death On January 25, the animal was found dead in a roadside ditch in the park’s buffer zone where a road widening work was ongoing.  — by @AnupOjha7",death
"Nepal reports 217 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,579 and the number of active cases stands at 5,185. ",death
"OPINION: Saving children from drowning Among more than 1,500 drowning deaths in Nepal in 2019, 31.8 percent were children under five.  — by Pushpa Raj Pant",death
"North Korea reports more deaths, says taking ‘swift measures’ against Covid outbreak ",death
"South Korea’s total coronavirus infections topped 10 million, or nearly 20 percent of its population, authorities said on Wednesday, as surging severe cases and deaths increasingly put a strain on crematories and funeral homes nationwide. ",death
"A female journalist was crushed to death by a vehicle carrying former prime minister Imran Khan in an accident in eastern Pakistan on Sunday as he led a convoy along with his supporters towards the capital, party officials and journalists said. ",death
"Nepal on Sunday reported the first Covid-19 death in 73 days, marking the first death of the fourth wave of the pandemic. ",death
"Dengue spreads to 59 districts including Jumla and Kalikot Of over 600 cases reported so far this year, more than 100 are from Kathmandu Valley. Officials say they are also investigating some deaths for possible dengue connection.  — by @arjunpoudeltkp",death
"Nepal reports 241 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,588 and the number of active cases stands at 4,910. ",death
"Nepal reports 355 new Covid-19 cases, three deaths According to the Health Ministry, the countrywide death toll has now reached 11,601 and the number of active cases stands at 5,094. ",death
"Germany has declared two employees of the Iranian embassy personae non gratae and ordered them to leave the country in response to Iran sentencing a German national to death, a statement from the foreign office said on Wednesday. ",death
New Covid model predicts over 1 million deaths in China through 2023 China’s national health authority has not reported any official Covid deaths since the lifting of Covid restrictions. The last official deaths were reported on December 3. ,death
Deaths of vultures by electrocution go unchecked in Tanahun Around 100 vultures have died of electrocution at Shishuwa Bateri in Byas Municipality in the past two years.  — by Samjhana Rasaili,death
"Turkey leader acknowledges earthquake relief problems as death toll passes 12,000 Erdogan, who contests an election in May, said on a visit to the disaster zone that operations were now working normally and promised no one would be left homeless. ",death
"Nepal reports 3,540 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,735 and the number of active cases stands at 83,999. ",death
"New Delhi is “seriously investigating” the deaths of 69 children in Gambia in the wake of a report that provisionally linked the fatalities to Indian-made products, the South Asian nation’s foreign minister told his Gambian counterpart on Thursday. ",death
"Ignoring Covid-19 infection in the elderly could lead to more fatalities, doctors warn Despite a decline in the reported number of new cases in the last few days, the number of deaths has been on the rise.  — by @arjunpoudeltkp",death
"Nepal reports 841 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,604 and the number of active cases stands at 6,755. ",death
"Nepal reports 478 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,602 and the number of active cases stands at 5,431. ",death
"Omicron variant appears to result in less severe Covid-19 than seen during previous periods of high coronavirus transmission including the Delta wave, with shorter hospital stays, less need for intensive care &amp; fewer deaths, according to a new US study. ",death
"FICTION PARK: I died 33 years ago. But now I’m alive I was just another victim of a car crash, a statistic in a society where death was commonplace.  — by Pratik Mainali",death
Tiger mauls gharial to death in Chitwan Conservationists call it a rare incident. Carcass of the endangered crocodile species was found by a streamside.  — by Ramesh Kumar Paudel,death
"Nepal reports 568 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 3,534. ",death
Death toll tops 20 as storm takes aim at eastern US The turbulent weather occurred one week after a swarm of thunderstorms unleashed a deadly tornado that devastated a town in Mississippi. ,death
"Court finds hospital guilty of patient's death, orders compensation The family of the deceased had accused Nepalgunj Medical College Teaching Hospital of negligence during the treatment of the patient.  — by Rupa Gahatraj",death
"One more Covid-19 death reported, 121 new cases Of the 620 PCR tests taken in the last 24 hours, 58 people tested positive. Similarly, 63 people tested positive in a total of 1,757 antigen tests. ",death
"Nepal reports two Covid-related deaths, 171 new cases According to the Health Ministry, eight individuals infected with the virus are being treated in intensive care units and four others are on ventilator support across the country. ",death
"WHO sees more evidence that Omicron causes milder symptoms While case numbers have surged to all-time records, the hospitalisation and death rates are often lower than at other phases in the pandemic. ",death
"Nine survivors pulled from Turkey’s rubble as earthquake death toll passes 40,000 Families in both Turkey and Syria said they and their children were dealing with the psychological aftermath of the quake. ",death
"Nepal to roll out HPV vaccine next year Human papillomavirus causes cervical cancer, which is a major cause of death among women in Nepal, doctors say.  — by @arjunpoudeltkp",death
"EDITORIAL: Preventable deaths There is a need to inculcate civic sense among drivers, pedestrians and all stakeholders on the road. ",death
"FICTION PARK: A death in the hut In a conflict over an age-old tradition in Majhkot, nobody wins.  — by LB Thapa",death
"Nepal reports 836 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,882 and the number of active cases stands at 26,102. ",death
"Neighbours have been snubbing Nepal’s diplomatic notes Nepal’s concerns over disputed Indian map, deaths of two Nepalis in Darchula and India-China agreement on trade route through Lipulekh have gone unanswered.  — by @poudeel_puru",death
"China reported almost 13,000 deaths related to Covid-19 in hospitals between January 13 and 19, adding to the nearly 60,000 in the month-or-so before that, as its experts say the wave of infections across the country has already peaked. ",death
"Nepal reports 1,714 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,803 and the number of active cases stands at 52,780. ",death
"Nepal reports 180 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,936 and the number of active cases stands at 8,235. ",death
Parliamentary panel sought to probe Sundar Harijan’s death in prison Harijan died in Rolpa jail on May 16 under suspicious circumstances. ,death
At least 17 dead in deadliest day of anti-government protests in Peru The latest casualties raised the death toll from anti-government clashes to 39 since the protests began in early December. ,death
"Turkey-Syria earthquake death toll passes 45,000; many still missing in flattened apartments While many international rescue teams have left the vast quake zone, domestic teams continued to search through flattened buildings hoping to find more survivors. ",death
"Dilip Mahato’s sister and mother pictured at a function organised to mark the third anniversary of his death, in Maitighar, Kathmandu. Mahato was killed while protesting against illegal extraction of riverbed material at Aurahi river in Dhanusha in 2020. ",death
"Tsunami-hit Tonga islands suffered extensive damage, fears death toll to rise ",death
"INTERVIEW: The Post’s @arjunpoudeltkp talked with Dr Mingmar Gyelgen Sherpa, who is currently in Sudurpaschim Province to provide ultrasound training to staff nurses, about the challenges in reducing maternal deaths in Nepal. ",death
UPDATE: Death toll in Baitadi jeep accident reaches four The jeep carrying police personnel was returning after delivering ballot boxes to the district headquarters. ,death
"Nepal reports 291 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,598 and the number of active cases stands at 5,005. ",death
Death toll from Jajarkot jeep mishap reaches 12 A preliminary police investigation shows that the jeep was carrying passengers beyond its capacity. ,death
"Nepal reports 133 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,573 and the number of active cases stands at 5,271. ",death
"Nepal reports 476 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,928 and the number of active cases stands at 10,747. ",death
"Nepal reports 781 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,775. ",death
"Nepal logs 224 new Covid-19 cases According to the Health Ministry, the countrywide death toll has now reached 11,949 and the number of active cases stands at 5,692. ",death
"Nepal reports 8,454 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,672 and the number of active cases stands at 90,067. ",death
"Nepal logs 105 new Covid-19 cases According to the Health Ministry, the countrywide death toll has now reached 11,944 and the number of active cases stands at 7,517. ",death
"Panel to investigate youth’s death in prison Legal experts say the probe team must be independent. Sundar Harijan, who was behind bars instead of a real criminal, died in Rolpa jail under suspicious circumstances.  — by @tikapradhan",death
"Nepal reports 747 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,900 and the number of active cases stands at 20,739. ",death
"Death toll from Turkey-Syria earthquake hits 3,700 The magnitude 7.8 quake brought down whole apartment blocks in Turkish cities and piled more devastation on millions of Syrians displaced by years of war. ",death
"Pfizer said its antiviral Covid-19 pill showed near 90 percent efficacy in preventing hospitalisations and deaths in high-risk patients, and recent lab data suggests the drug retains its effectiveness against the fast spreading Omicron variant. ",death
"Iran state body reports 200 dead in protests, Raisi hails ‘freedoms’ The protests were ignited by the death of 22-year-old Kurdish woman Mahsa Amini in the custody of morality police enforcing strict mandatory hijab rules. ",death
"Three women, two children pulled from rubble in Turkey, some aid reaches Syria The combined death toll in Turkey and Syria has climbed to more than 41,000, and millions are in need of humanitarian aid. ",death
"Nepal reports 2,401 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,852 and the number of active cases stands at 30,241. ",death
"UPDATE: Prohibitory order issued in Dhangadi Following the death of a girl on Thursday morning, the Kailali District Administration issued a prohibitory order from Thursday 7pm to Friday 7pm. ",death
China sentences former public security vice minister to death for graft ,death
"Indian embassy security guard found dead Embassy sources say the man, 32, shot himself to death, and investigation is underway. ",death
"Nepal reports 1,570 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,827 and the number of active cases stands at 40,111 ",death
"Nepal reports 106 new Covid-19 cases, one death The number of active cases stands at 414, with seven infected with the virus being treated in intensive care units while three others are on ventilator support. ",death
"Another panel formed to probe Harijan’s custody death New panel was formed after knowing that the incident was more serious than earlier thought, says ministry spokesman. ",death
Call for better surveillance amid rising maternal deaths More than 90 maternal deaths have been reported across the country in seven months.  — by @arjunpoudeltkp,death
"Nepal reports 1,386 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,814 and the number of active cases stands at 45,248. ",death
"Nepal reports 347 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 3,177. ",death
"Nepal reports 760 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,602. ",death
"Deprived of timely care, Karnali mothers die untimely deaths Seventeen pregnant women, mostly between the ages of 15-25 years, lost their lives in the last fiscal year.  — by Krishna Prasad Gautam &amp; Tripti Shahi",death
"Nepal reports 262 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,921 and the number of active cases stands at 12,244. ",death
"Nepal reports 1,602 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, 16 people died from Covid-19-related complications in the last 24 hours. The countrywide death toll reached 11,794 on Friday. ",death
"Nepal reports 213 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,585 and the number of active cases stands at 4,906. ",death
"Nepal reports 1,369 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,864 and the number of active cases stands at 29,004. ",death
India verifying cause of deaths in Manipur after recent clashes There have been incidents of looting and arson in parts of the remote state bordering Myanmar in recent days. ,death
"Nepal reports 318 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,931 and the number of active cases stands at 9,678. ",death
Where dreams go to die Mandala Theatre’s adaptation of Arthur Miller’s ‘Death of a Salesman’ is emotionally charged and sincerely executed.  — by @AcharyaUrza,death
"Nepal reports 521 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,892 and the number of active cases stands at 22,584. ",death
UN confirms more than 400 civilian deaths in Ukraine ,death
"Nepal reports 638 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 3,714. ",death
"Nepal reports 350 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,917 and the number of active cases stands at 13,357. ",death
China reports first Covid deaths in more than a year ,death
"Nepal logs 77 new Covid-19 cases According to the Health Ministry, the countrywide death toll has now reached 11,950 and the number of active cases stands at 5,212. ",death
"Nepal reports 312 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,930 and the number of active cases stands at 10,090. ",death
"Nepal reports 237 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,582 and the number of active cases stands at 5,048. ",death
"Nepal reports 8,017 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,687 and the number of active cases stands at 90,576. ",death
"Nepal reports 218 new Covid-19 cases, one death According to the Health Ministry, the countrywide death toll has now reached 11,574 and the number of active cases stands at 5,225. ",death
"Kanti Hospital adds intensive care units, sets up kangaroo mother care beds Nepal Demographic and Health Survey-2022 shows neonatal death rate hasn’t declined in the past five years.  — by @arjunpoudeltkp",death
"Magnitude 6.8 earthquake shakes Ecuador, at least 14 deaths reported The earthquake did not appear likely to generate a tsunami, authorities said. ",death
Curfew in Letang following death of police constable in a clash ,death
"INTERVIEW: The Post’s @arjunpoudeltkp interviewed Dr Mingmar Gyelgen Sherpa, who is currently in Sudurpaschim Province to provide ultrasound training to staff nurses, about the challenges in reducing maternal deaths in Nepal. ",death
"Nepal reports 313 new Covid-19 cases, three deaths According to the Health Ministry, the countrywide death toll has now reached 11,557 and the number of active cases stands at 5,824. ",death
Ramechhap woman beaten to death on witchcraft charges Bibi Majhi died a cruel death at the hands of her villagers. Her 70-year-old mother suffered severe injuries. ,death
"Nepal reports 160 new Covid-19 cases, two deaths According to the Health Ministry, the countrywide death toll has now reached 11,567 and the number of active cases stands at 5,526. ",death
"Valley saw 13 deaths and 214 accidents in two weeks before elections, traffic police office says The office records a rise in road accidents while many traffic police personnel were away on election duty. ",death
DNA samples of Niharika Rajput’s child and accused match Her demand for a DNA test was rejected by the Dhanusa District Court last year. But the authorities relented after she threatened to launch a fast-unto-death. ,death
"Nepal reports 11,352 cases as rapid antigen tests added to daily infection tallies According to the Health Ministry, the countrywide death toll has now reached 11,628 and the number of active cases stands at 47,929. ",death
